scene_id,scene_source_split,scene_partition,scene_has_progress,scene_complete,scene_energy_label,scene_type,instance_id,target_category,source_object_name,state,bad_polygon,usable_for_state_model,rgb_crop_relpath,depth_crop_relpath,crop_left,crop_top,crop_right,crop_bottom,crop_width,crop_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,overlay_dx,overlay_dy,reviewer,notes
kv1__NYUdata__NYU0163,train,train_candidate,1,1,none,living_room,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0163__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0163__monitor_or_tv_1.png,243,162,507,352,264,190,251,170,499,344,0,0,,
kv1__NYUdata__NYU0166,train,train_candidate,1,0,possible_unnecessary_lighting,living_room,door_1,door,door,unknown,1,0,crops/rgb/kv1__NYUdata__NYU0166__door_1.png,crops/depth/kv1__NYUdata__NYU0166__door_1.png,134,26,226,204,92,178,142,34,218,196,0,0,,
kv1__NYUdata__NYU0166,train,train_candidate,1,0,possible_unnecessary_lighting,living_room,door_2,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0166__door_2.png,crops/depth/kv1__NYUdata__NYU0166__door_2.png,417,16,553,314,136,298,425,24,545,306,0,0,,
kv1__NYUdata__NYU0166,train,train_candidate,1,0,possible_unnecessary_lighting,living_room,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0166__lamp_1.png,crops/depth/kv1__NYUdata__NYU0166__lamp_1.png,71,43,121,277,50,234,79,51,113,269,0,0,,
kv1__NYUdata__NYU0166,train,train_candidate,1,0,possible_unnecessary_lighting,living_room,lamp_2,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0166__lamp_2.png,crops/depth/kv1__NYUdata__NYU0166__lamp_2.png,538,31,561,63,23,32,546,39,561,55,0,0,,
kv1__NYUdata__NYU0173,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0173__door_1.png,crops/depth/kv1__NYUdata__NYU0173__door_1.png,364,0,407,248,43,248,372,1,399,240,0,0,,
kv1__NYUdata__NYU0173,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,door_2,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0173__door_2.png,crops/depth/kv1__NYUdata__NYU0173__door_2.png,0,0,57,427,57,427,1,1,49,427,0,0,,
kv1__NYUdata__NYU0173,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0173__lamp_1.png,crops/depth/kv1__NYUdata__NYU0173__lamp_1.png,289,91,323,131,34,40,297,99,315,123,0,0,,
kv1__NYUdata__NYU0173,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,lamp_2,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0173__lamp_2.png,crops/depth/kv1__NYUdata__NYU0173__lamp_2.png,292,28,333,93,41,65,300,36,325,85,0,0,,
kv1__NYUdata__NYU0185,train,train_candidate,1,1,none,bedroom,monitor_or_tv_1,monitor_or_tv,monitor,off,1,0,crops/rgb/kv1__NYUdata__NYU0185__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0185__monitor_or_tv_1.png,165,180,204,253,39,73,173,188,196,245,0,0,,
kv1__NYUdata__NYU0185,train,train_candidate,1,1,none,bedroom,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0185__lamp_1.png,crops/depth/kv1__NYUdata__NYU0185__lamp_1.png,155,150,281,266,126,116,163,158,273,258,0,0,,
kv1__NYUdata__NYU0186,train,train_candidate,1,1,none,bedroom,monitor_or_tv_1,monitor_or_tv,monitor,off,1,0,crops/rgb/kv1__NYUdata__NYU0186__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0186__monitor_or_tv_1.png,471,178,500,240,29,62,479,186,492,232,0,0,,
kv1__NYUdata__NYU0186,train,train_candidate,1,1,none,bedroom,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0186__lamp_1.png,crops/depth/kv1__NYUdata__NYU0186__lamp_1.png,39,161,112,260,73,99,47,169,104,252,0,0,,
kv1__NYUdata__NYU0186,train,train_candidate,1,1,none,bedroom,lamp_2,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0186__lamp_2.png,crops/depth/kv1__NYUdata__NYU0186__lamp_2.png,456,139,561,237,105,98,464,147,561,229,0,0,,
kv1__NYUdata__NYU0191,train,train_candidate,1,1,possible_unnecessary_lighting,bedroom,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0191__lamp_1.png,crops/depth/kv1__NYUdata__NYU0191__lamp_1.png,408,16,487,427,79,411,416.0,24.0,479.0,427.0,0.0,0.0,,
kv1__NYUdata__NYU0201,train,train_candidate,1,1,possible_open_door_inefficiency,kitchen,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0201__door_1.png,crops/depth/kv1__NYUdata__NYU0201__door_1.png,490,0,557,250,67,250,498,1,549,242,0,0,,
kv1__NYUdata__NYU0201,train,train_candidate,1,1,possible_open_door_inefficiency,kitchen,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0201__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0201__monitor_or_tv_1.png,127,83,355,257,228,174,135,91,347,249,0,0,,
kv1__NYUdata__NYU0220,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0220__door_1.png,crops/depth/kv1__NYUdata__NYU0220__door_1.png,506,323,561,379,55,56,514,331,561,371,0,0,,
kv1__NYUdata__NYU0220,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,door_2,door,door,open,1,0,crops/rgb/kv1__NYUdata__NYU0220__door_2.png,crops/depth/kv1__NYUdata__NYU0220__door_2.png,547,198,561,348,14,150,555,206,561,340,0,0,,
kv1__NYUdata__NYU0220,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0220__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0220__monitor_or_tv_1.png,0,0,55,164,55,164,1,1,47,156,0,0,,
kv1__NYUdata__NYU0221,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0221__door_1.png,crops/depth/kv1__NYUdata__NYU0221__door_1.png,337,91,440,301,103,210,345,99,432,293,0,0,,
kv1__NYUdata__NYU0221,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,door_2,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0221__door_2.png,crops/depth/kv1__NYUdata__NYU0221__door_2.png,441,83,551,320,110,237,449,91,543,312,0,0,,
kv1__NYUdata__NYU0221,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0221__lamp_1.png,crops/depth/kv1__NYUdata__NYU0221__lamp_1.png,314,121,382,258,68,137,322,129,374,250,0,0,,
kv1__NYUdata__NYU0221,train,train_candidate,1,1,possible_open_door_inefficiency,bedroom,lamp_2,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0221__lamp_2.png,crops/depth/kv1__NYUdata__NYU0221__lamp_2.png,88,227,131,282,43,55,96,235,123,274,0,0,,
kv1__NYUdata__NYU0222,train,train_candidate,1,1,multiple_possible_issues,bedroom,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0222__door_1.png,crops/depth/kv1__NYUdata__NYU0222__door_1.png,194,35,324,312,130,277,202,43,316,304,0,0,,
kv1__NYUdata__NYU0222,train,train_candidate,1,1,multiple_possible_issues,bedroom,door_2,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0222__door_2.png,crops/depth/kv1__NYUdata__NYU0222__door_2.png,86,34,202,291,116,257,94,42,194,283,0,0,,
kv1__NYUdata__NYU0222,train,train_candidate,1,1,multiple_possible_issues,bedroom,door_3,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0222__door_3.png,crops/depth/kv1__NYUdata__NYU0222__door_3.png,42,126,82,222,40,96,50,134,74,214,0,0,,
kv1__NYUdata__NYU0222,train,train_candidate,1,1,multiple_possible_issues,bedroom,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0222__lamp_1.png,crops/depth/kv1__NYUdata__NYU0222__lamp_1.png,0,60,85,235,85,175,7,68,77,227,0,0,,
kv1__NYUdata__NYU0232,train,train_candidate,1,1,possible_idle_monitor_usage,furniture_store,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0232__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0232__monitor_or_tv_1.png,165,193,217,239,52,46,173,201,209,231,0,0,,
kv1__NYUdata__NYU0234,train,train_candidate,1,1,multiple_possible_issues,furniture_store,monitor_or_tv_1,monitor_or_tv,monitor,on,0,1,crops/rgb/kv1__NYUdata__NYU0234__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0234__monitor_or_tv_1.png,374,232,396,271,22,39,382,240,388,263,0,0,,
kv1__NYUdata__NYU0234,train,train_candidate,1,1,multiple_possible_issues,furniture_store,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0234__lamp_1.png,crops/depth/kv1__NYUdata__NYU0234__lamp_1.png,334,131,377,185,43,54,342,139,369,177,0,0,,
kv1__NYUdata__NYU0234,train,train_candidate,1,1,multiple_possible_issues,furniture_store,lamp_2,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0234__lamp_2.png,crops/depth/kv1__NYUdata__NYU0234__lamp_2.png,356,162,386,202,30,40,364,170,378,194,0,0,,
kv1__NYUdata__NYU0260,train,train_candidate,1,1,none,living_room,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0260__door_1.png,crops/depth/kv1__NYUdata__NYU0260__door_1.png,446,112,561,334,115,222,454.0,120.0,561.0,326.0,0.0,0.0,,
kv1__NYUdata__NYU0260,train,train_candidate,1,1,none,living_room,door_2,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0260__door_2.png,crops/depth/kv1__NYUdata__NYU0260__door_2.png,418,44,462,278,44,234,426.0,52.0,454.0,270.0,0.0,0.0,,
kv1__NYUdata__NYU0262,train,train_candidate,1,1,none,living_room,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0262__door_1.png,crops/depth/kv1__NYUdata__NYU0262__door_1.png,11,3,119,226,108,223,19,11,111,218,0,0,,
kv1__NYUdata__NYU0262,train,train_candidate,1,1,none,living_room,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0262__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0262__monitor_or_tv_1.png,473,149,561,378,88,229,481,157,561,370,0,0,,
kv1__NYUdata__NYU0265,train,train_candidate,1,0,multiple_possible_issues,living_room,door_1,door,door,unknown,1,0,crops/rgb/kv1__NYUdata__NYU0265__door_1.png,crops/depth/kv1__NYUdata__NYU0265__door_1.png,113,147,140,296,27,149,121,155,132,288,0,0,,
kv1__NYUdata__NYU0265,train,train_candidate,1,0,multiple_possible_issues,living_room,door_2,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0265__door_2.png,crops/depth/kv1__NYUdata__NYU0265__door_2.png,122,109,211,281,89,172,130,117,203,273,0,0,,
kv1__NYUdata__NYU0265,train,train_candidate,1,0,multiple_possible_issues,living_room,door_3,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0265__door_3.png,crops/depth/kv1__NYUdata__NYU0265__door_3.png,326,110,358,272,32,162,334,118,350,264,0,0,,
kv1__NYUdata__NYU0265,train,train_candidate,1,0,multiple_possible_issues,living_room,door_4,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0265__door_4.png,crops/depth/kv1__NYUdata__NYU0265__door_4.png,8,131,66,279,58,148,16,139,58,271,0,0,,
kv1__NYUdata__NYU0265,train,train_candidate,1,0,multiple_possible_issues,living_room,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0265__lamp_1.png,crops/depth/kv1__NYUdata__NYU0265__lamp_1.png,91,129,140,289,49,160,99,137,132,281,0,0,,
kv1__NYUdata__NYU0268,train,train_candidate,1,0,possible_unnecessary_lighting,living_room,door_1,door,door,unknown,1,0,crops/rgb/kv1__NYUdata__NYU0268__door_1.png,crops/depth/kv1__NYUdata__NYU0268__door_1.png,479,89,538,262,59,173,487,97,530,254,0,0,,
kv1__NYUdata__NYU0268,train,train_candidate,1,0,possible_unnecessary_lighting,living_room,door_2,door,door,unknown,1,0,crops/rgb/kv1__NYUdata__NYU0268__door_2.png,crops/depth/kv1__NYUdata__NYU0268__door_2.png,540,55,561,176,21,121,548,63,561,168,0,0,,
kv1__NYUdata__NYU0268,train,train_candidate,1,0,possible_unnecessary_lighting,living_room,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0268__lamp_1.png,crops/depth/kv1__NYUdata__NYU0268__lamp_1.png,442,91,491,336,49,245,450,99,483,328,0,0,,
kv1__NYUdata__NYU0272,train,train_candidate,1,1,none,office,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0272__door_1.png,crops/depth/kv1__NYUdata__NYU0272__door_1.png,59,71,150,251,91,180,67,79,142,243,0,0,,
kv1__NYUdata__NYU0272,train,train_candidate,1,1,none,office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0272__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0272__monitor_or_tv_1.png,0,170,94,272,94,102,1,178,86,264,0,0,,
kv1__NYUdata__NYU0272,train,train_candidate,1,1,none,office,monitor_or_tv_2,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0272__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0272__monitor_or_tv_2.png,257,173,318,234,61,61,265,181,310,226,0,0,,
kv1__NYUdata__NYU0272,train,train_candidate,1,1,none,office,monitor_or_tv_3,monitor_or_tv,monitor,on,0,1,crops/rgb/kv1__NYUdata__NYU0272__monitor_or_tv_3.png,crops/depth/kv1__NYUdata__NYU0272__monitor_or_tv_3.png,398,178,459,237,61,59,406,186,451,229,0,0,,
kv1__NYUdata__NYU0291,train,train_candidate,1,1,possible_open_door_inefficiency,classroom,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0291__door_1.png,crops/depth/kv1__NYUdata__NYU0291__door_1.png,516,0,561,328,45,328,524,1,561,320,0,0,,
kv1__NYUdata__NYU0291,train,train_candidate,1,1,possible_open_door_inefficiency,classroom,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0291__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0291__monitor_or_tv_1.png,292,147,352,211,60,64,300,155,344,203,0,0,,
kv1__NYUdata__NYU0291,train,train_candidate,1,1,possible_open_door_inefficiency,classroom,monitor_or_tv_2,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0291__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0291__monitor_or_tv_2.png,229,151,278,211,49,60,237,159,270,203,0,0,,
kv1__NYUdata__NYU0309,train,train_candidate,1,1,none,classroom,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0309__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0309__monitor_or_tv_1.png,480,178,520,247,40,69,488,186,512,239,0,0,,
kv1__NYUdata__NYU0309,train,train_candidate,1,1,none,classroom,monitor_or_tv_2,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0309__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0309__monitor_or_tv_2.png,463,172,499,238,36,66,471,180,491,230,0,0,,
kv1__NYUdata__NYU0309,train,train_candidate,1,1,none,classroom,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0309__lamp_1.png,crops/depth/kv1__NYUdata__NYU0309__lamp_1.png,274,135,312,184,38,49,282,143,304,176,0,0,,
kv1__NYUdata__NYU0349,train,train_candidate,1,1,possible_open_door_inefficiency,gym,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0349__door_1.png,crops/depth/kv1__NYUdata__NYU0349__door_1.png,314,17,367,136,53,119,322,25,359,128,0,0,,
kv1__NYUdata__NYU0349,train,train_candidate,1,1,possible_open_door_inefficiency,gym,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0349__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0349__monitor_or_tv_1.png,280,241,325,334,45,93,288,249,317,326,0,0,,
kv1__NYUdata__NYU0349,train,train_candidate,1,1,possible_open_door_inefficiency,gym,monitor_or_tv_2,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0349__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0349__monitor_or_tv_2.png,98,49,147,88,49,39,106,57,139,80,0,0,,
kv1__NYUdata__NYU0349,train,train_candidate,1,1,possible_open_door_inefficiency,gym,monitor_or_tv_3,monitor_or_tv,tv,unclear,1,0,crops/rgb/kv1__NYUdata__NYU0349__monitor_or_tv_3.png,crops/depth/kv1__NYUdata__NYU0349__monitor_or_tv_3.png,443,164,545,261,102,97,451,172,537,253,0,0,,
kv1__NYUdata__NYU0355,train,train_candidate,1,1,none,home_office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0355__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0355__monitor_or_tv_1.png,258,131,311,194,53,63,266,139,303,186,0,0,,
kv1__NYUdata__NYU0355,train,train_candidate,1,1,none,home_office,monitor_or_tv_2,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0355__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0355__monitor_or_tv_2.png,0,86,25,201,25,115,1,94,17,193,0,0,,
kv1__NYUdata__NYU0356,train,train_candidate,1,1,none,home_office,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0356__door_1.png,crops/depth/kv1__NYUdata__NYU0356__door_1.png,0,0,119,427,119,427,1,1,111,427,0,0,,
kv1__NYUdata__NYU0356,train,train_candidate,1,1,none,home_office,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0356__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0356__monitor_or_tv_1.png,437,0,561,100,124,100,445,1,561,92,0,0,,
kv1__NYUdata__NYU0377,train,train_candidate,1,1,possible_open_door_inefficiency,home_office,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0377__door_1.png,crops/depth/kv1__NYUdata__NYU0377__door_1.png,52,0,194,249,142,249,60,1,186,241,0,0,,
kv1__NYUdata__NYU0377,train,train_candidate,1,1,possible_open_door_inefficiency,home_office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0377__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0377__monitor_or_tv_1.png,297,116,358,235,61,119,305,124,350,227,0,0,,
kv1__NYUdata__NYU0378,train,train_candidate,1,1,multiple_possible_issues,home_office,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0378__door_1.png,crops/depth/kv1__NYUdata__NYU0378__door_1.png,370,0,507,268,137,268,378.0,1.0,499.0,260.0,0.0,0.0,,
kv1__NYUdata__NYU0378,train,train_candidate,1,1,multiple_possible_issues,home_office,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0378__lamp_1.png,crops/depth/kv1__NYUdata__NYU0378__lamp_1.png,264,0,339,96,75,96,272.0,1.0,331.0,88.0,0.0,0.0,,
kv1__NYUdata__NYU0387,train,train_candidate,1,1,possible_unnecessary_lighting,home_office,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0387__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0387__monitor_or_tv_1.png,96,84,155,147,59,63,104.0,92.0,147.0,139.0,0.0,0.0,,
kv1__NYUdata__NYU0387,train,train_candidate,1,1,possible_unnecessary_lighting,home_office,monitor_or_tv_2,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0387__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0387__monitor_or_tv_2.png,250,72,290,123,40,51,258.0,80.0,282.0,115.0,0.0,0.0,,
kv1__NYUdata__NYU0387,train,train_candidate,1,1,possible_unnecessary_lighting,home_office,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0387__lamp_1.png,crops/depth/kv1__NYUdata__NYU0387__lamp_1.png,291,7,332,49,41,42,299.0,15.0,324.0,41.0,0.0,0.0,,
kv1__NYUdata__NYU0388,train,train_candidate,1,1,possible_unnecessary_lighting,home_office,monitor_or_tv_1,monitor_or_tv,monitor,off,1,0,crops/rgb/kv1__NYUdata__NYU0388__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0388__monitor_or_tv_1.png,127,205,171,232,44,27,135,213,163,224,0,0,,
kv1__NYUdata__NYU0388,train,train_candidate,1,1,possible_unnecessary_lighting,home_office,monitor_or_tv_2,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0388__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0388__monitor_or_tv_2.png,268,104,338,193,70,89,276,112,330,185,0,0,,
kv1__NYUdata__NYU0388,train,train_candidate,1,1,possible_unnecessary_lighting,home_office,monitor_or_tv_3,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0388__monitor_or_tv_3.png,crops/depth/kv1__NYUdata__NYU0388__monitor_or_tv_3.png,341,93,393,182,52,89,349,101,385,174,0,0,,
kv1__NYUdata__NYU0388,train,train_candidate,1,1,possible_unnecessary_lighting,home_office,lamp_1,lamp,lamp,on,0,1,crops/rgb/kv1__NYUdata__NYU0388__lamp_1.png,crops/depth/kv1__NYUdata__NYU0388__lamp_1.png,423,0,471,41,48,41,431,1,463,33,0,0,,
kv1__NYUdata__NYU0398,train,train_candidate,1,1,none,storage_room,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0398__lamp_1.png,crops/depth/kv1__NYUdata__NYU0398__lamp_1.png,458,29,540,163,82,134,466,37,532,155,0,0,,
kv1__NYUdata__NYU0398,train,train_candidate,1,1,none,storage_room,monitor_or_tv_1,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0398__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0398__monitor_or_tv_1.png,403,234,561,388,158,154,411,242,556,380,0,0,,
kv1__NYUdata__NYU0402,train,train_candidate,1,0,none,storage_room,lamp_1,lamp,lamp,off,0,1,crops/rgb/kv1__NYUdata__NYU0402__lamp_1.png,crops/depth/kv1__NYUdata__NYU0402__lamp_1.png,294,42,365,123,71,81,302.0,50.0,357.0,115.0,0.0,0.0,,
kv1__NYUdata__NYU0402,train,train_candidate,1,0,none,storage_room,monitor_or_tv_1,monitor_or_tv,tv,unknown,1,0,crops/rgb/kv1__NYUdata__NYU0402__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0402__monitor_or_tv_1.png,491,237,561,412,70,175,499.0,245.0,561.0,404.0,0.0,0.0,,
kv1__NYUdata__NYU0420,train,train_candidate,1,0,unknown,playroom,door_1,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0420__door_1.png,crops/depth/kv1__NYUdata__NYU0420__door_1.png,209,25,275,242,66,217,217,33,267,234,0.0,0.0,,
kv1__NYUdata__NYU0420,train,train_candidate,1,0,unknown,playroom,door_2,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0420__door_2.png,crops/depth/kv1__NYUdata__NYU0420__door_2.png,333,14,389,153,56,139,341,22,381,145,0.0,0.0,,
kv1__NYUdata__NYU0420,train,train_candidate,1,0,unknown,playroom,door_3,door,door,closed,0,1,crops/rgb/kv1__NYUdata__NYU0420__door_3.png,crops/depth/kv1__NYUdata__NYU0420__door_3.png,101,12,351,238,250,226,109,20,343,230,0.0,0.0,,
kv1__NYUdata__NYU0420,train,train_candidate,1,0,unknown,playroom,monitor_or_tv_1,monitor_or_tv,tv,unclear,0,0,crops/rgb/kv1__NYUdata__NYU0420__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0420__monitor_or_tv_1.png,390,57,431,170,41,113,398,65,423,162,0.0,0.0,,
kv1__NYUdata__NYU0421,train,train_candidate,1,0,unknown,playroom,monitor_or_tv_1,monitor_or_tv,monitor,off,0,1,crops/rgb/kv1__NYUdata__NYU0421__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0421__monitor_or_tv_1.png,204,106,299,185,95,79,212,114,291,177,0.0,0.0,,
kv1__NYUdata__NYU0421,train,train_candidate,1,0,unknown,playroom,lamp_1,lamp,lamp,unclear,1,0,crops/rgb/kv1__NYUdata__NYU0421__lamp_1.png,crops/depth/kv1__NYUdata__NYU0421__lamp_1.png,370,172,395,210,25,38,378,180,387,202,0.0,0.0,,
kv1__NYUdata__NYU0429,train,train_candidate,1,0,unknown,playroom,door_1,door,door,unknown,1,0,crops/rgb/kv1__NYUdata__NYU0429__door_1.png,crops/depth/kv1__NYUdata__NYU0429__door_1.png,335,64,360,106,25,42,343,72,352,98,0.0,0.0,,
kv1__NYUdata__NYU0429,train,train_candidate,1,0,unknown,playroom,monitor_or_tv_1,monitor_or_tv,monitor,on,0,1,crops/rgb/kv1__NYUdata__NYU0429__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0429__monitor_or_tv_1.png,247,131,294,185,47,54,255,139,286,177,0.0,0.0,,
kv1__NYUdata__NYU0429,train,train_candidate,1,0,unknown,playroom,monitor_or_tv_2,monitor_or_tv,tv,off,0,1,crops/rgb/kv1__NYUdata__NYU0429__monitor_or_tv_2.png,crops/depth/kv1__NYUdata__NYU0429__monitor_or_tv_2.png,359,0,561,178,202,178,367,1,561,170,0.0,0.0,,
kv1__NYUdata__NYU0436,train,train_candidate,1,1,multiple_possible_issues,playroom,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0436__door_1.png,crops/depth/kv1__NYUdata__NYU0436__door_1.png,384,46,474,266,90,220,392,54,466,258,0.0,0.0,,
kv1__NYUdata__NYU0436,train,train_candidate,1,1,multiple_possible_issues,playroom,monitor_or_tv_1,monitor_or_tv,tv,on,0,1,crops/rgb/kv1__NYUdata__NYU0436__monitor_or_tv_1.png,crops/depth/kv1__NYUdata__NYU0436__monitor_or_tv_1.png,253,113,348,199,95,86,261,121,340,191,0.0,0.0,,
kv1__NYUdata__NYU0437,train,train_candidate,1,1,multiple_possible_issues,playroom,door_1,door,door,open,0,1,crops/rgb/kv1__NYUdata__NYU0437__door_1.png,crops/depth/kv1__NYUdata__NYU0437__door_1.png,313,49,373,280,60,231,321,57,365,272,0.0,0.0,,
